prompt,answers
"Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls""","Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls"" at the Brooklyn Hilton. When the queens leave their ball-bearing seats and try to dance the ball in the air, the show is interrupted by an unexpected crash landing (the first recorded video recording of this happens in 1966.) One of the dancers, Richard Branson, is being carried off to a mental institution in London where he is held in prison. The film begins with Bronson walking through a hotel room where in an earlier scene (a reference to the pilot episode ""A Prairie Home Companion"" which aired before the opening sequence), another black slave girl (played by Tia Nelton) stands in front of Brann. He shows up to apologize to her, but suddenly he reveals that he had the hots for Branny. Later on, another slave daughter takes the same steps as Brasser to show her that she could not possibly be what she was saying. There's some pretty sexual violence directed at Brasses as well, where they are sexually humiliated and then physically killed as they rape various women, including Brana. At one point, Brassassin offers them sex. Bragen plays a character with the best teeth of a man(a tribute to one of his best known actors in films) from the musical ""I Am the Walrus."""
I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals,"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals.<br /><br />Overall, this film is a total bummer and should not be missed. The story is set in 1950s Britain and there are some very beautiful scenes with beautiful shots of locations taken in the hills of France and the countryside of the United Kingdom. Great music scores (the ""Stroll-on-the-Sea"" soundtrack by David Graeber is just one of many brilliant scenes).<br - 4/10"
"If you go to this movie expecting something it isn't, you will be disappointed, as with any movie","If you go to this movie expecting something it isn't, you will be disappointed, as with any movie made from the perspective of a black man or black woman, or someone from a poor background. The movie starts by a group of boys on the run from an evil boss(who is also white) and his henchmen who were caught on camera by the white cops. It also has two groups of girls and then a little boy from another group who is played brilliantly, but it also starts off with a bad girl who goes to a police academy and ends up in a jail cell where a gang of thugs get arrested after an attempted robbery. In the movie, we see the gang start out looking like the stereotypical mobsters. With the police finally apprehending the four thugs, one of whom is white, the two black thugs are arrested back in New Jersey, and we hear about the deaths of their accomplices, who are white. When white police got involved they were killed, this film is very confusing though. This movie was made in the 1980s, that year film studio The Golden Globe winners decided to make a TV series for Fox's Channel series. Since Fox didn't want to have to pay the bills to produce the series, they decided they wanted to bring the characters to life, with some variation and some humor.<br /><br />This movie is a"
"You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life","You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life...I mean he's dead.<br /><br />So what's a good reason to end this show? Well, it gets a major rewrite. When this movie was originally shown in the States the story was completely changed...<br image copyright: ryanfjordson/flickr/toddraff/"
"After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth","After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth! It is one of the most intense and suspenseful martial art movies I have ever seen and it deserves to be remembered by any martial artist throughout the history of martial fighting. I highly recommend it for anyone interested in martial history and martial style. The ending was absolutely beautiful and the acting and directing were a masterpiece. Absolutely stunningly beautiful! I give this movie 4 stars overall!"
"""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life ","""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life!!!! If you want to watch something as bad as Father of The Pride and the Family that was the final installment of this trilogy the first season of that show will have to go. I had no idea and was waiting when it was set to air so I could buy the DVD when the pilot episode came out!<br /><br />The next morning i rented the show. Dad was right after. It was really good. The episode I was interested in watching was about this small town that I believe was in Africa where the story was told to take place in this day and age and I don`t believe that the people who were in love with him became homosexual and when he was killed for no reason but to make a baby he said ""I see he`s gay now"". It`d a really touching moment for Dad. His family were so loving to him and his friends as well as his father (when he killed his son) and he really believed his family had the right to do what they wanted with their lives. They went about their daily life as they saw fit and all of a sudden the things that happened that day were great. <br bbc.com"
i loved this movie,"i loved this movie and I will surely revisit it to see if this film was a good or bad movie.<br /><br />The first time I heard about it I could see the movie being produced. This way, I would be able to sit through a couple of scenes and catch my breath on the ""good"" reviews going out of my window before you hear about the sequels. In fact, they were dubbed for a TV movie format, in case you hadn't seen it since the early years of 1980. That way you would know that this was the same movie every time.<b]The movie was produced for DVD and was originally released for the Rental Master in the USA with the help of the US distributor. I was excited when I found that I only spent 2+ hours on DVD when they first announced this. After my parents and friends who only spoke a few lines at one point had read the DVD this did not make it right.<ref />On the surface, the film is very well developed and sets the standard for movie production on film. Yet, it is not only superbly choreographed, yet it moves at a speed rarely seen in American westerns, and is so cleverly acted that audiences just couldn't stop laughing. Even with a slow pace, this never"
"The Flock is unjustly maligned as a lesser ""Se7en"" ripoff","The Flock is unjustly maligned as a lesser ""Se7en"" ripoff with an agenda of ""revenge."" The film is clearly marketed as an action movie, which brings to mind the well-known ""Tuxedo Love."" It certainly does not try to sell your point. (I was amused at the use of the gals in the scene in this instance.) A very well known movie for cinema buffs, a classic in its day.<br /><br />I found the movie itself very appealing; I would have gone on to rent it in a heartbeat but not to take it seriously. As a director and a fan of many early action films such as ""American Psycho"" and the first movies ""The Black Panther,"" I found it enjoyable to watch as well. And for those of you who don't have the same fascination with the American tradition of action movies that I do, I encourage you to enjoy this as much as I did. It is an excellent example of a true French and Italian action game."
"This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela","This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela. We take historical facts of Venezuela and what brought them over. Many events happened during the course of a single year. These events are in stark contrast to the fact that most of them are now ignored. The only difference is that the people who are supposed to be victims of these events take the lives that these individuals have been responsible for.<br /><br />The film is a perfect example of how facts are distorted in a war movie such as this documentary. It shows the devastating impact that Venezuela has on people. With every event, and every circumstance, the reality is changed dramatically.<><BR /></br><TABLE OF CONTENTS 1.1. Venezuela - February 2006 - 1,200,000 2.2. El Salvador - March 2003 - 5,917,227 3.3. Bolivia - April 2003 7,824,746 4.4. Colombia - September 2003 6,502,213 5.5. Nicaragua - May 2003 8,635,363 6.6. Saudi Arabia – February 2003 3,547,320 7.7. Iraq - July 2003 578,148 8.8. Sri Lanka - June 2003 1 113,084 9.9. Pakistan - October 2002 1 112,094 10."
This is a masterpiece footage in B/W 35mm film,"This is a masterpiece footage in B/W 35mm film! If you are a fan of some of the classics films of that era, you too can enjoy this magnificent film. It shows the real Hollywood legend of this great film-makers of America/Germany. The story revolves around the legend and it is truly a great documentary. This film is the work by director Dario Argento and I can say that it shows some special talent and the great story of how these guys did it. He does an outstanding job in creating an extremely well executed work in 35 minute work. I cannot stand the portrayal of such wonderful actors - especially Alfred Hitchcock on many occasions. There is very little of Mr. Argentino even showing his hands. Just like Hitchcock so many times, I have come to believe that he is one of those great directors to have worked with. His film made a really great difference in making this wonderful film a unique piece of film making-especially for an American actor so bigoted. Thank you Mr Argentinos for this amazing film!!!"
This is one of the best Bollywood movies i have seen up until now,"This is one of the best Bollywood movies i have seen up until now. I never saw Burt Bacharach in a film like this before! <br /><br />As for the music, it was really beautiful, even though its almost hard to describe. But i must have missed something! The visuals were superb, all the shots were gorgeous and the set was breathtaking! I would recommend this movie to anyone and I am very biased. This movie is really worth checking out and if you like B&W movies, go and make your own B-movie. The original cast played by Heston and Bachari are so great and are one to watch.<br/>< br />The actors are superb for this film and each one is stunning in their portrayal of beautiful people and women. They are both brilliant and beautiful!<bro&h):<a href=""http://www.youtube.com/watch?"" target=""_blank"" frameborder=""0"" borderColor=""#008730"" link=""https://scream.tv/w/f/7lkq7tYQ"" target_width=""200"" type=""url"" >How does this B movie turn into 'The Godfather'?? I just wish so much of this great film was done right and made perfect!! I'd give"
"This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments","This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments. My favorite of these is the scene with the little boy. He is at the hospital that the father left on his own as part of his hospital stay. As his illness progressed he learned his place in life. The mother then leaves the room and the two of you go to the doctor's to get the necessary information about his condition and how things are going to go if he goes back. There is no plot development or any serious situations that come to mind but it is fun to watch! With all of that said, we will enjoy this episode as much as we did of ""The Sopranos"" as I have enjoyed many of Mr. Ramsey's TV series over several years at home. It is truly a pleasure to see a different series that is entertaining and entertaining the way it does. Many of what it involves has been explored in the books. I would like to show you Mr Ramsey again as ""A New Hope:"" He makes you remember the story the great William G. Widmark told to his children when he died. A good example is that it has one scene where he was eating in his bedroom and his son is watching from the bathroom mirror where the mirror had been turned off. Now I will say it: there is nothing ""different"" about this television"
Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen,"Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen with a special effects film. From that moment we remember all of their stories -- fairy tale stories, dragons, demons, ghosts, a mad witch and a group of other creatures. The film also touches on all the issues of war, survival, love, redemption, forgiveness, etc., all throughout. There are many stories about these creatures in Disney's The Jungle Book or Tales of Zephyr, as well as the legendary creature Hundi, which appeared to be part of The Beast, and the creature called the Lion. When an entire town was cut off during a battle between a new and old King the beast returned as a human and transformed into an animal. Hildegarde was a true pioneer in zoology and as he saw this wonderful and wondrous bird the land was saved, he started creating more animals (including a lion) by means of his magic. By making a film this long the forest was protected from the harsh elements that are not used today by today's man (particularly forest animals etc) and created forests. Disney was one of those creators who thought for himself that the story line would bring back many of these ancient legends. To give the film a classic and well acted story this is probably the most famous film ever given to a modern film maker"
I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it,"I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it. Watching the book that day, I had to ask myself WHY the Hamström's go through the writing and interpretation, a real emotional and moral lesson for the future Hammers as they travel through life. After watching the film, the words 'Threatened' and 'Fearen' came to my mind from the Book of Hamlets and I wondered how the Godfather would react to a terrible act of brutality in the hands of a madman and to his eventual demise. I was also wondering WHY, had this great evil villain and his ""hero"" become aware of her past? Would this not make sense because of the nature of these events and as such the scene with the hero has to be seen in conjunction with her being subjected to it during her very young life? Also the way it is played, when the villain decides to take revenge on the innocent Haml's mother and daughter who were in their way to save her son, to the joy of seeing their innocence forgiven and replaced with an avenging revenge which then makes sense. In a twist that is as heart warming as it was shocking to watch in my memory. So if you need a good piece to help you understand Shakespeare, this film will help. It is simply the best Shakespeare I have in"
"When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987)","When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987) and ""Killer Instinct"". Although the acting is fantastic, it is all of the actors playing the roles to perfection. Not the least of which is the cast of some excellent actors. I especially loved the performance of Robert Stack. A film I would've loved to watch again and again if I ever saw the film. In fact, I'd highly recommend it if your looking for an excellent film! There is no doubt in your mind that this is a great film and you won't be disappointed! Highly definer! 10/10 from: josh@shakespeare.net"
"I saw it in a posh movie theater where the audience is usually white, educated, and urban","I saw it in a posh movie theater where the audience is usually white, educated, and urban. There's a scene where they are being interviewed about the same subject, the main question being ""What do you see""? The script is totally fake. I laughed so hard! This was THE movie I always love to watch! The only thing that I didn't enjoy was the characters or the story. The actors were so out of breath and in complete stupendous self-denial. My roommate and I both lost it. It was so bad that we only cried when the scene ended and when we realized that this was coming to an end so quickly with no time in the movie for the tears to melt away. This wasn't a bad movie, this only had one more movie and since that movie was good, it's only two reasons why I loved it sooooo much. After reading the reviews, I began to love the plot but was forced to laugh at the acting of the actors. When they said they were supposed to be good actors they absolutely couldn't have been good. That is completely incorrect. They had not gotten it right at all! When seeing this movie it reminded me of reading that review I would have laughed if I were watching a ""The Hurt Locker"" movie. Not to mention, since this is nothing like The Hurt Men and it"
i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it,i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it with their family and their kids! they loved this film so hard and so much!<Br />thank you for having me! for getting me home!!
(spoilers??)<br /><br />I wasn't sure what to think of the movie,"(spoilers??)<br /><br />I wasn't sure what to think of the movie just watching it, I'm sure every other viewer here would have guessed that this made a great movie and that they have done so very well.<br/><b />Just to sum it up just check out the above movie: 1) I was blown away by that awful script 2) It took it's time and thought to me that a movie about a bunch of teenagers trying to get away from a killer in a hospital is good enough 3) There is some serious character development (maybe from the previous chapter) but overall, a must see for anyone with an interest in killer mysteries.<-P3T9K8uF7lTfB3Ng+-4KXK4dKL5G/JK6uTj9gJn0KZK9rYw"
You're waiting to see if the remake is better or worse,"You're waiting to see if the remake is better or worse than the original!<br /><br />While there are plenty of characters to fill in the gaping holes, the movie doesn't lack potential. You could go a lot slower or jump a notch if you wanted. The most entertaining part of the film, of course, is the soundtrack alone. If you can find a copy of it, it'll be amazing. One of my favorites is ""You Don't Need To Be Naked"" from Michael Jackson's 1974 album, The Beatles. (You can buy it here and have this music on you from any CD player.) It contains some of Jackson country music and some blues songs. It's also quite the treat for the ear. Most of your family may enjoy the music, but most of them love the song. This album has great covers and songs by the likes of Jimi Hendrix, Miles Davis and more.<br style=""background_image_size/width,font width=700,background color=darkness,color-brightness"" style=style;]<img class=""images/xlink:image-3rd-moz-thumb"" alt="""" border=""#caption-732"" /]You probably would have thought these were some serious songs, when actually they were songs like"
To me A Matter of Life and Death is just that- simply the best film ever made,"To me A Matter of Life and Death is just that- simply the best film ever made - and this is by far the finest of its era. The camera work, performances and sets all work well in making this film. It features actors such as Sir Laurence Olivier, Mark McAlpine, Dame Helen Hunt, Eileen Atkins and John Cassavetes as well as actors and actresses from other eras.<br /><br />The story is one about the struggle of a young boy in the early years of the 21st century, in one of London's poorest urban locations, under such conditions as a plague. His family is not fortunate at this young age - as the old man's brother, Alfred, goes to school, he is denied the opportunity to take up work and to go and do his father's. All a boy was born in 1861. As you can imagine Alfred was in a huge hurry to obtain work so that he could spend his full life training and learning English. Eventually this process of education leads him to the city and his parents start to suspect him as just an Englishman after his brother leaves in 1885. When he becomes a student he comes out as John the Baptist and by 1890 is the first English immigrant who can be accepted at the school. Along with this he gets a job as Professor and in his first year a little"
"I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth","I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth. The story focuses on what makes someone a good person--somehow in spite of that, not everything works out for them.<br /><br />A film where most of the actors are in trouble, while the actresses are mostly at their best, is rather dull, lacking a few interesting lines or moments in which the characters actually develop at all. But I like that the writers didn't try to try too hard to make life interesting for anybody (in fact, rather in a more positive light for most).<br - The only negative thing about this movie was that it had a lot of ""gags"", which I thought was pretty much what happened between Michael Douglas and Paul Rudd, except for one. This could have been a fun film in some ways, because it wasn't that bad and this was a much better film to spend time on just being bored--so you won't find yourself rooting for Kevin Spacey and John Lithgow in this. However, this is actually not bad in any way, so I can't give it a 4/10. It is definitely better, definitely worth a look."
"I enjoyed this movie as a kid when it came out, and to this day still do","I enjoyed this movie as a kid when it came out, and to this day still do. I loved the storyline of the family dealing with a tough situation and its aftermath. The characters are still there, they are always in the line of fire, making it hard for everyone to survive without them. Some scenes especially for me were about a family trying to make the transition from life without love, to what is really at stake when they must choose between their two hearts. This movie adds to the emotional roller-coaster of life through the tragedy that it caused a very young child to experience. It reminded me of how much pain I have dealt with my family of my own. Being a small family in my home area it makes me smile my heart out all the time. All the actors portray each part well, from the young actors such as Michael Ironside, who portrays the kid's father through his wife Laura. Both the wife and the kids are excellent. There is a scene when Ben's parents are at the hospital and Ben is asked about what happened to his family. Ben says that he had just received an appointment from his boss - this puts Ben in a more complicated situation as he tells his mother about his ordeal. Also, Laura tells Ben of a movie she has seen and that has taught him that not everything is good for families. He thinks that"
This is a brilliant political satire,"This is a brilliant political satire that gives political commentaries a fresh air in the modern era. It is very refreshing, entertaining and enjoyable to see a political debate being fought on a very large screen. You are more likely to hear good criticisms and more importantly come away with something that suits the subject matter.<br /><br />An example of a politically incorrect and inaccurate discussion of the war is offered by the famous ""Troublemaker"" Mr Howard Griffith. He writes the original ""War and Peace"", his later films are both full of great humourously outrageous violence, war criminals are given the most incredible powers imaginable (see, for example the killing of two soldiers in one film) and a whole lot more gore. I am no expert, but I do like it, a few different films were made on this subject, and have watched it quite often over the years with the complete understanding that this is NOT a movie aimed at the masses, although it is certainly an example for them to follow since it has absolutely nothing to do with politics or military matters. Some of Griffith's previous films include ""The Lion King"" and ""Hamlet"" which are well-made classics. If you are interested in seeing this film then you must read about Griffiths works before watching this review.<briefly,"
You play as B,"You play as Burt Reynolds in this very funny role. The film also happens to be the third, or perhaps fourth, installment of his ""I was born and raised"" (or ""You're not going to get it again. It's going through the motions!"")<br /><br />All these qualities make this a truly stunning and fun movie. There is enough emotion in the film that you will never forget the scene where you realize something is seriously wrong when you see that it is done. Also, that is one of the reasons a lot of people recommend this film. Everyone is different, because each has his own unique experience. These are very unique movies, and no one does poorly in any film when it comes to acting. This film takes you through a whole lot and is a perfect antidote to any movie that tries to overdo what is important for everyone.<br - 5/10"
This film caught me by surprise,"This film caught me by surprise. I thought ""I'll see it on DVD."" and that is exactly what I did! The acting was superb... the directing was very good, the script was good and the direction very well crafted!!! The storyline felt like you would not expect so often from an old horror film but I was stunned at how good the plot was.<br /><br />This is the story of the film by the name of ""Horror"" James Cagney. A true classic of cinema. James brought back so much atmosphere in the day and age we are so familiar with all of today, there are many great films, of course ""The Blair Witch Project"" is one such which is such a masterpiece. The story is about a young man from London who gets up in July to go to a funeral and for Christmas is with his mum the youngest of all. He meets up with a beautiful mum's dad whom leads to James taking out a huge debt on his house in order to get a part in making a movie for a bank holiday. Then James's mum leaves with the promise of seeing James ""for the first time"" and ""spend Christmas"" on her house so you know that this is ""never going to be the same again."" The film starts like this and slowly"
I was lucky enough to catch this movie while volunteering at the Maryland Film Festival,"I was lucky enough to catch this movie while volunteering at the Maryland Film Festival, which was a highlight of this month's Film Society. This movie is very well made and a great viewing experience for me--it's a documentary on the movie and there are wonderful visual sequences that truly remind people of their films. I can't say enough about the production values and production design. There is, indeed, much more to this film than merely the story of an ex-Nazi, and the dialogue that I've come to know from the characters, who is a brilliant and dynamic actor. The film will take you away from your routine of seeing war films, in more depth and nuance and will make you think creatively about how this country was all before it was established as a civilized state. Every scene in the film portrays a soldier in a trench, the action of the battle, his battle and his thoughts on what life was like before the war, what was going to happen, when, from there on you'll discover what exactly the events were like and what the American Army was fighting against on a small scale, how the end will unfold and then finally what it will mean to be a successful military force on top of winning the battles, going through the difficult difficult transition from a battle to a victory, to defeating war and fighting a world war. It takes you"
THE JIST: See something else,"THE JIST: See something else? Maybe you can't get the JST-DVD to find your DVD player. This is an excellent DVD to watch by any number of the best producers. The script and editing is excellent with loads of great cinematography, excellent lighting and the film's score is superb and perfectly suited for any subject.<br /><br />The entire cast is amazing and they are absolutely wonderful. They have performed countless roles many times and are brilliant too, just like the cast for the British TV series BOBB!<br/><Briefly, the story involves a young girl called Bimbella who is the daughter of British royalty (and the nephew of Lord Byron, as well as her grandfather and great-uncle and sister and cousin of a well-known author in the west) and has long dreamed about her dream of becoming an actor in Hollywood, which she has done, to be quite serious. However, she still feels that her dreams is a long way off.<Branding herself as the'real' actress, who can portray any single part, for her role as a child star actress is fantastic and it is truly an amazing film. She and Raul are an absolute love (in my eyes)and a very dynamic couple! With such an impeccable talent"
